track_id,clean timestamp,time of the day,Day of Week,IsWeekend,genre,energy,valence,Emotion Label,Date,Year,Month,Month Name,Week of Year,Day Name,Hour
4DHATlv5A1Gs9pMaWSHDMb,5/10/2025 20:14,Evening,6,Weekend,ELECTRONIC,0.919,0.514,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,20
7EkWXAI1wn8Ii883ecd9xr,5/10/2025 20:22,Evening,6,Weekend,INDIE,0.941,0.407,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,20
3MOECVkNshqHYTPt5DZcdN,5/10/2025 22:15,Late Evening,6,Weekend,MELBOURNE BOUNCE,0.883,0.499,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,22
7KhT1uCXFocwzoDXwdNtYO,5/10/2025 22:30,Late Evening,6,Weekend,UNKNOWN,0.735,0.434,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,22
1I5kKhGpUhjaW5sYUEplj6,5/10/2025 23:08,Midnight Wind-Down,6,Weekend,STUTTER HOUSE,0.571,0.751,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,23
6wLqNGHQIja6xqT0cfrzBB,5/10/2025 23:20,Midnight Wind-Down,6,Weekend,TRANCE,0.933,0.46,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,23
1gwwNLcYQRnzvkBhwDjUX3,5/10/2025 23:29,Midnight Wind-Down,6,Weekend,EDM,0.883,0.606,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,23
6vPJvkEuWZPcv58NnQ3dBR,5/10/2025 23:40,Midnight Wind-Down,6,Weekend,EDM,0.839,0.516,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,23
52RK8UVEDgUAgpecOpTQM3,5/10/2025 23:51,Midnight Wind-Down,6,Weekend,EDM,0.727,0.496,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,23
0ct6r3EGTcMLPtrXHDvVjc,5/10/2025 23:54,Midnight Wind-Down,6,Weekend,EDM,0.835,0.654,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,23
5UqCQaDshqbIk3pkhy4Pjg,5/10/2025 23:57,Midnight Wind-Down,6,Weekend,EDM,0.889,0.464,Happy/Euphoric,"Saturday, May 10, 2025",2025,5,May,19,Saturday,23
1ULa3GfdMKs0MfRpm6xVlu,5/17/2025 14:32,Early Afternoon,6,Weekend,RAP,0.862,0.52,Happy/Euphoric,"Saturday, May 17, 2025",2025,5,May,20,Saturday,14
2OQJKTtrH482waGFmOfJni,5/17/2025 14:36,Early Afternoon,6,Weekend,RAP,0.902,0.557,Happy/Euphoric,"Saturday, May 17, 2025",2025,5,May,20,Saturday,14
1ULa3GfdMKs0MfRpm6xVlu,5/17/2025 15:16,Afternoon,6,Weekend,RAP,0.862,0.52,Happy/Euphoric,"Saturday, May 17, 2025",2025,5,May,20,Saturday,15
5DLTuH4A5VZB2HKpqHQR6t,5/17/2025 15:23,Afternoon,6,Weekend,HIP HOP,0.662,0.552,Happy/Euphoric,"Saturday, May 17, 2025",2025,5,May,20,Saturday,15
7GX5flRQZVHRAGd6B4TmDO,5/17/2025 15:26,Afternoon,6,Weekend,MELODIC RAP,0.75,0.401,Happy/Euphoric,"Saturday, May 17, 2025",2025,5,May,20,Saturday,15
1kMuU3TNQvHbqvXCWBodmP,5/17/2025 15:50,Afternoon,6,Weekend,RAP,0.841,0.461,Happy/Euphoric,"Saturday, May 17, 2025",2025,5,May,20,Saturday,15
5Pf4hNsNZMHjuKTTwsJuYK,5/17/2025 20:52,Evening,6,Weekend,FUTURE BASS,0.674,0.609,Happy/Euphoric,"Saturday, May 17, 2025",2025,5,May,20,Saturday,20
214dYdOJUfjhNqJNhg0JKs,5/24/2025 12:19,Early Afternoon,6,Weekend,ELECTRONIC,0.815,0.443,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,12
214dYdOJUfjhNqJNhg0JKs,5/24/2025 12:19,Early Afternoon,6,Weekend,ELECTRONIC,0.815,0.443,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,12
214dYdOJUfjhNqJNhg0JKs,5/24/2025 12:23,Early Afternoon,6,Weekend,ELECTRONIC,0.815,0.443,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,12
214dYdOJUfjhNqJNhg0JKs,5/24/2025 12:23,Early Afternoon,6,Weekend,ELECTRONIC,0.815,0.443,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,12
1OwfnfTqiqV6SVdzk81ltc,5/24/2025 12:26,Early Afternoon,6,Weekend,BREAKCORE,0.546,0.595,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,12
0z3YYobsavHguLTgqg5GC1,5/24/2025 12:29,Early Afternoon,6,Weekend,BEDROOM POP,0.645,0.772,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,12
4vyG9ZhHT8MKJE5mTICMFC,5/24/2025 12:34,Early Afternoon,6,Weekend,HOUSE,0.738,0.699,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,12
1daSFGsI7u2YIRjoSQ05iY,5/24/2025 12:37,Early Afternoon,6,Weekend,STUTTER HOUSE,0.844,0.706,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,12
6vPJvkEuWZPcv58NnQ3dBR,5/24/2025 12:41,Early Afternoon,6,Weekend,EDM,0.839,0.516,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,12
3SaQjsNjvRoylDyTy4RcXv,5/24/2025 13:16,Early Afternoon,6,Weekend,STUTTER HOUSE,0.815,0.42,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,13
3AzvNvE3xpgelqmE5MRnbI,5/24/2025 13:19,Early Afternoon,6,Weekend,FUTURE HOUSE,0.744,0.605,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,13
0O3TAouZE4vL9dM5SyxgvH,5/24/2025 13:45,Early Afternoon,6,Weekend,RAP,0.819,0.811,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,13
1JmRbZclLHgneDrpyA9e3X,5/24/2025 13:51,Early Afternoon,6,Weekend,INDIE,0.86,0.577,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,13
1xwvowbvbLQfukSoJZo5mC,5/24/2025 13:55,Early Afternoon,6,Weekend,FUTURE BASS,0.853,0.617,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,13
5OTPYlnunrnBFttLGyC8FP,5/24/2025 14:03,Early Afternoon,6,Weekend,FUTURE BASS,0.664,0.569,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,14
4b93D55xv3YCH5mT4p6HPn,5/24/2025 21:09,Late Evening,6,Weekend,HOUSE,0.776,0.624,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,21
28AgTOIZke8nitD0NNeb3G,5/24/2025 21:12,Late Evening,6,Weekend,ANTI-FOLK,0.909,0.639,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,21
7w87IxuO7BDcJ3YUqCyMTT,5/24/2025 21:20,Late Evening,6,Weekend,INDIE POP,0.71,0.965,Happy/Euphoric,"Saturday, May 24, 2025",2025,5,May,21,Saturday,21
5PkJ2ssBCzKHaztJVASw2b,5/31/2025 4:00,Early Morning,6,Weekend,ELECTRONIC,0.927,0.544,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,4
1FS21kclHQ2vVi3U1ZxETc,5/31/2025 12:08,Early Afternoon,6,Weekend,BIG BEAT,0.893,0.516,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,12
1FS21kclHQ2vVi3U1ZxETc,5/31/2025 13:39,Early Afternoon,6,Weekend,BIG BEAT,0.893,0.516,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,13
1j8GQQGyC26O1TeW4LLvjk,5/31/2025 13:48,Early Afternoon,6,Weekend,BIG BEAT,0.884,0.561,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,13
1j8GQQGyC26O1TeW4LLvjk,5/31/2025 14:39,Early Afternoon,6,Weekend,BIG BEAT,0.884,0.561,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,14
0jWgAnTrNZmOGmqgvHhZEm,5/31/2025 14:46,Early Afternoon,6,Weekend,ROCK,0.564,0.454,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,14
1FS21kclHQ2vVi3U1ZxETc,5/31/2025 21:38,Late Evening,6,Weekend,BIG BEAT,0.893,0.516,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,21
78nx0HDJIFD5xDq2L5420Z,5/31/2025 21:43,Late Evening,6,Weekend,EDM,0.875,0.642,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,21
1Cheunopig5ZrxuGe94MtX,5/31/2025 21:49,Late Evening,6,Weekend,STUTTER HOUSE,0.799,0.411,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,21
32GOfiLnbER2VOOxJkg29P,5/31/2025 21:52,Late Evening,6,Weekend,UK GARAGE,0.775521739,0.411578261,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,21
521n5wagIZ1522mA2ynHDL,5/31/2025 21:56,Late Evening,6,Weekend,STUTTER HOUSE,0.765,0.64,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,21
1DQYCwZG5DOXXSTXluYQam,5/31/2025 21:58,Late Evening,6,Weekend,JAZZ HOUSE,0.619,0.646,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,21
521n5wagIZ1522mA2ynHDL,5/31/2025 22:02,Late Evening,6,Weekend,STUTTER HOUSE,0.765,0.64,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,22
1DQYCwZG5DOXXSTXluYQam,5/31/2025 22:06,Late Evening,6,Weekend,JAZZ HOUSE,0.619,0.646,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,22
7KhT1uCXFocwzoDXwdNtYO,5/31/2025 22:08,Late Evening,6,Weekend,UNKNOWN,0.735,0.434,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,22
52J5G1z4DN0EWeAVsW7Uob,5/31/2025 22:23,Late Evening,6,Weekend,UK GARAGE,0.955,0.437,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,22
74y1VgzL668hynrvA59WQB,5/31/2025 22:27,Late Evening,6,Weekend,TECH HOUSE,0.971,0.456,Happy/Euphoric,"Saturday, May 31, 2025",2025,5,May,22,Saturday,22
21O0XXPEWPtePt5RMY93Ob,6/7/2025 0:11,Late Night,6,Weekend,EXPERIMENTAL HIP HOP,0.889,0.666,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,0
26bZSUEaSfyPa4gTsAKxZq,6/7/2025 0:17,Late Night,6,Weekend,ALTERNATIVE,0.684,0.506,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,0
1QuZBM0iHDlr1oRVyeZypC,6/7/2025 0:30,Late Night,6,Weekend,TAMIL POP,0.901,0.944,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,0
1QuZBM0iHDlr1oRVyeZypC,6/7/2025 0:30,Late Night,6,Weekend,TAMIL POP,0.901,0.944,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,0
4nSwWiwtieiNmRAjy9fEXN,6/7/2025 0:37,Late Night,6,Weekend,TAMIL HIP HOP,0.776,0.634,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,0
71ZoPzMauKtaHAfaAMbGmA,6/7/2025 0:44,Late Night,6,Weekend,TAMIL POP,0.6,0.834,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,0
6Xejo9F1hr17aXInilcKZ7,6/7/2025 0:49,Late Night,6,Weekend,TAMIL POP,0.515,0.757,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,0
2JlzHPGIVaLNAppX1viq7f,6/7/2025 0:56,Late Night,6,Weekend,TAMIL POP,0.787,0.787,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,0
71ZoPzMauKtaHAfaAMbGmA,6/7/2025 1:00,Late Night,6,Weekend,TAMIL POP,0.6,0.834,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,1
7w4kFO2slzHCu1qEOMaPkl,6/7/2025 1:03,Late Night,6,Weekend,TAMIL POP,0.956,0.664,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,1
0Tr96i1fHT4YhdYh5pXHUk,6/7/2025 1:08,Late Night,6,Weekend,TAMIL POP,0.733,0.936,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,1
1HNSUQPFhmGDJyHxyIsYXG,6/7/2025 3:07,Late Night,6,Weekend,TAMIL POP,0.642,0.893,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,3
4Qv71lFPCObf7zol1uWCJb,6/7/2025 12:38,Early Afternoon,6,Weekend,HOUSE,0.844,0.712,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,12
1bxzr3JK05fMTcweGAZUHp,6/7/2025 18:05,Evening,6,Weekend,BOLLYWOOD,0.623,0.616,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,18
2M7NfIlPjyGyepWVu3KVnY,6/7/2025 18:14,Evening,6,Weekend,STUTTER HOUSE,0.83,0.766,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,18
78XfOXpUShe7mFwhjBEd94,6/7/2025 18:26,Evening,6,Weekend,BIG ROOM,0.921,0.675,Happy/Euphoric,"Saturday, June 7, 2025",2025,6,June,23,Saturday,18
1DQYCwZG5DOXXSTXluYQam,6/14/2025 12:09,Early Afternoon,6,Weekend,JAZZ HOUSE,0.619,0.646,Happy/Euphoric,"Saturday, June 14, 2025",2025,6,June,24,Saturday,12
1WRYsNOdajLvZ1qLP1op73,6/14/2025 12:13,Early Afternoon,6,Weekend,BASS HOUSE,0.951,0.706,Happy/Euphoric,"Saturday, June 14, 2025",2025,6,June,24,Saturday,12
1DQYCwZG5DOXXSTXluYQam,6/14/2025 14:51,Early Afternoon,6,Weekend,JAZZ HOUSE,0.619,0.646,Happy/Euphoric,"Saturday, June 14, 2025",2025,6,June,24,Saturday,14
1WRYsNOdajLvZ1qLP1op73,6/14/2025 14:55,Early Afternoon,6,Weekend,BASS HOUSE,0.951,0.706,Happy/Euphoric,"Saturday, June 14, 2025",2025,6,June,24,Saturday,14
6MT30ULGSSVzabXKUSVX01,6/14/2025 14:58,Early Afternoon,6,Weekend,HOUSE,0.746,0.551,Happy/Euphoric,"Saturday, June 14, 2025",2025,6,June,24,Saturday,14
2wynpXzuXf6Cvf2MqHYA9Z,6/14/2025 15:01,Afternoon,6,Weekend,JAZZ HOUSE,0.704,0.751,Happy/Euphoric,"Saturday, June 14, 2025",2025,6,June,24,Saturday,15
1DQYCwZG5DOXXSTXluYQam,6/14/2025 19:38,Evening,6,Weekend,JAZZ HOUSE,0.619,0.646,Happy/Euphoric,"Saturday, June 14, 2025",2025,6,June,24,Saturday,19
1WRYsNOdajLvZ1qLP1op73,6/14/2025 19:42,Evening,6,Weekend,BASS HOUSE,0.951,0.706,Happy/Euphoric,"Saturday, June 14, 2025",2025,6,June,24,Saturday,19
0MyfdGptOUnUnGzJmiyCOG,6/14/2025 19:46,Evening,6,Weekend,BASS,0.756,0.407,Happy/Euphoric,"Saturday, June 14, 2025",2025,6,June,24,Saturday,19
2j8aMIzFC5QhzyMOx7Sbj6,6/21/2025 7:49,Early Morning,6,Weekend,STUTTER HOUSE,0.71,0.694,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,7
3xQRTND9hFZJyA4Bvp4GBW,6/21/2025 7:52,Early Morning,6,Weekend,STUTTER HOUSE,0.594,0.789,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,7
74y1VgzL668hynrvA59WQB,6/21/2025 16:02,Afternoon,6,Weekend,TECH HOUSE,0.971,0.456,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,16
74y1VgzL668hynrvA59WQB,6/21/2025 16:03,Afternoon,6,Weekend,TECH HOUSE,0.971,0.456,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,16
5PkJ2ssBCzKHaztJVASw2b,6/21/2025 18:52,Evening,6,Weekend,ELECTRONIC,0.927,0.544,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,18
0Zwn67tX4xwrgk4lVroMCS,6/21/2025 20:21,Evening,6,Weekend,STUTTER HOUSE,0.903,0.453,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,20
5YKwIYALi5TnCkKnJ5fSX2,6/21/2025 20:27,Evening,6,Weekend,DRUM AND BASS,0.898,0.497,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,20
21O0XXPEWPtePt5RMY93Ob,6/21/2025 21:24,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.889,0.666,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,21
21O0XXPEWPtePt5RMY93Ob,6/21/2025 22:03,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.889,0.666,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
6lrDckuosGpwEHtm1hHBcf,6/21/2025 22:05,Late Evening,6,Weekend,ALTERNATIVE,0.567,0.667,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
6bmJYo1KS2X2nzQrCGzdOe,6/21/2025 22:08,Late Evening,6,Weekend,HIP HOP,0.458,0.682,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
6OkDb9fyi22Pr6QJIrUNdJ,6/21/2025 22:13,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.752,0.761,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
4WM1hvYr2NC6bQnQXcj3sH,6/21/2025 22:15,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.717,0.881,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
2Vy16OMt19FH30uQNTFdLk,6/21/2025 22:17,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.728,0.853,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
3T2LUDcZRrOnYzV1FprZTy,6/21/2025 22:20,Late Evening,6,Weekend,HIP HOP,0.525,0.578,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
1YgDGKyKhFlimPw3mLavPG,6/21/2025 22:22,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.753,0.693,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
1VZUXXUGqIxePaMUXkabRn,6/21/2025 22:25,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.677,0.73,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
0pQ8KPrcT22LxUp4hSc1w1,6/21/2025 22:26,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.641,0.785,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
5j42r1PmIbM6fZSe11O08C,6/21/2025 22:29,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.91,0.866,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
67vrmPygrZ9giGqHUSReAT,6/21/2025 22:31,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.631,0.716,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
0oduroQUXgL9mb4JO8XzB9,6/21/2025 22:34,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.827,0.844,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
3bPqgo3RO3ZESEpyCdNsnr,6/21/2025 22:37,Late Evening,6,Weekend,HIP HOP,0.587,0.839,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
0o73cSWmV0YJeHvzDbJDdn,6/21/2025 22:40,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.578,0.964,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
3KQh7ppbDxVjdJBtjvP5BU,6/21/2025 22:42,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.871,0.577,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
0icFJI44Ub8pJ5Wi77OKFF,6/21/2025 22:46,Late Evening,6,Weekend,ALTERNATIVE,0.815,0.685,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
2SfE58UZe7Y3TVjozT1fPC,6/21/2025 22:49,Late Evening,6,Weekend,HIP HOP,0.672,0.548,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
3VSnfhbaNKZzvmNQilWcZ6,6/21/2025 22:52,Late Evening,6,Weekend,HIP HOP,0.82,0.625,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
7oFiFPltiQTBqVutyiSwvE,6/21/2025 22:55,Late Evening,6,Weekend,EXPERIMENTAL HIP HOP,0.812,0.769,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
5eWj4hoqE9cf8mCE1pkB7M,6/21/2025 22:58,Late Evening,6,Weekend,JAZZ RAP,0.67,0.763,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,22
180KvPWfy3IUEbuzPUn5wv,6/21/2025 23:01,Midnight Wind-Down,6,Weekend,EXPERIMENTAL HIP HOP,0.723,0.839,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,23
2fhYmsDLFnntLFlzSom4x2,6/21/2025 23:04,Midnight Wind-Down,6,Weekend,HIP HOP,0.764,0.714,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,23
4q71zOiiFoDaVQCQcE6jcp,6/21/2025 23:09,Midnight Wind-Down,6,Weekend,EXPERIMENTAL HIP HOP,0.67,0.553,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,23
2ZWmmrWUgDBcPSLihBMvhg,6/21/2025 23:17,Midnight Wind-Down,6,Weekend,DRUM AND BASS,0.931,0.566,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,23
2N8gR2yftrHbZR53U5kYnX,6/21/2025 23:19,Midnight Wind-Down,6,Weekend,DRUM AND BASS,0.766,0.444,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,23
2C0IvokSio8N7UyHwuB638,6/21/2025 23:41,Midnight Wind-Down,6,Weekend,DRUM AND BASS,0.712,0.582,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,23
3NKLPcvDM0pefpLNcmui2W,6/21/2025 23:57,Midnight Wind-Down,6,Weekend,DRUM AND BASS,0.868,0.514,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,23
3NKLPcvDM0pefpLNcmui2W,6/21/2025 23:57,Midnight Wind-Down,6,Weekend,DRUM AND BASS,0.868,0.514,Happy/Euphoric,"Saturday, June 21, 2025",2025,6,June,25,Saturday,23
0vrmHPfoBadXVr2n0m1aqZ,6/28/2025 16:31,Afternoon,6,Weekend,EDM,0.873,0.516,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,16
3Dr0xDJwXy6JkiHNJfv5zd,6/28/2025 17:24,Afternoon,6,Weekend,EDM,0.616,0.467,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,17
3Dr0xDJwXy6JkiHNJfv5zd,6/28/2025 17:27,Afternoon,6,Weekend,EDM,0.616,0.467,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,17
6Ilomcr9iLplsgAvZjHkJP,6/28/2025 17:29,Afternoon,6,Weekend,AFRO HOUSE,0.773,0.402,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,17
3kPehpAFW5keiaMoEWWKA2,6/28/2025 17:33,Afternoon,6,Weekend,EDM,0.687,0.767,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,17
3kPehpAFW5keiaMoEWWKA2,6/28/2025 17:36,Afternoon,6,Weekend,EDM,0.687,0.767,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,17
7AVRMxljXWpqmL9NlzeCJw,6/28/2025 17:43,Afternoon,6,Weekend,MOOMBAHTON,0.712,0.419,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,17
2beor6qrB0XJxW1CM6X9x2,6/28/2025 17:53,Afternoon,6,Weekend,DUBSTEP,0.931,0.472,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,17
6B8ZQyILzGTzJZ2BE8ydcF,6/28/2025 17:58,Afternoon,6,Weekend,MOOMBAHTON,0.882,0.468,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,17
2Cb3BgkJxovZ6kwJHNQXzh,6/28/2025 18:09,Evening,6,Weekend,STUTTER HOUSE,0.862,0.684,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,18
2Cb3BgkJxovZ6kwJHNQXzh,6/28/2025 18:11,Evening,6,Weekend,STUTTER HOUSE,0.862,0.684,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,18
2Cb3BgkJxovZ6kwJHNQXzh,6/28/2025 18:23,Evening,6,Weekend,STUTTER HOUSE,0.862,0.684,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,18
2Cb3BgkJxovZ6kwJHNQXzh,6/28/2025 18:26,Evening,6,Weekend,STUTTER HOUSE,0.862,0.684,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,18
2Cb3BgkJxovZ6kwJHNQXzh,6/28/2025 18:40,Evening,6,Weekend,STUTTER HOUSE,0.862,0.684,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,18
2Cb3BgkJxovZ6kwJHNQXzh,6/28/2025 18:53,Evening,6,Weekend,STUTTER HOUSE,0.862,0.684,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,18
5K2mySnr02sfLS3MMJZICc,6/28/2025 21:07,Late Evening,6,Weekend,TAMIL HIP HOP,0.85225,0.573375,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,21
59kl6e4q6sCJlxCgLZdJGo,6/28/2025 21:08,Late Evening,6,Weekend,DEEP HOUSE,0.711,0.691,Happy/Euphoric,"Saturday, June 28, 2025",2025,6,June,26,Saturday,21
25SOVnk2agskqzqeKPcx2Q,7/5/2025 12:33,Early Afternoon,6,Weekend,TAMIL POP,0.571,0.692,Happy/Euphoric,"Saturday, July 5, 2025",2025,7,July,27,Saturday,12
7dFqLUWUZ7CKsEAFwf3d4H,7/5/2025 18:48,Evening,6,Weekend,TAMIL POP,0.456,0.553,Happy/Euphoric,"Saturday, July 5, 2025",2025,7,July,27,Saturday,18
